job_type,experience,role,industry,company_size,company_type,salary,remote,location,tags
Full-time,"Senior, Lead",Mobile Developer,"Digital Media, Product Development, Software Development / Engineering",11–50 people,Private,None,On-siteandlimitedremote,"Darmstadt,Germany",[]
Full-time,"Junior, Mid-Level, Senior",Full Stack Developer,"Aerospace, Defense, Public Safety",11–50 people,Private,$115k - 145k (US Dollars),On-siteandlimitedremote,"MountainView,CA",[]
Full-time,"Junior, Mid-Level, Senior",Full Stack Developer,"Financial Services, Financial Technology, Insurance",1–10 people,Private,None,On-siteandlimitedremote,"Basel,Switzerland",[]
Full-time,None,QA/Test Developer,None,None,None,None,None,"Hyderabad,India","['javascript', 'automation', 'testing']"
Full-time,None,Embedded Developer,None,None,None,None,None,"Bengaluru,India","['embedded', 'c', 'c++']"
Full-time,"Mid-Level, Senior",System Administrator,"Banking, Financial Services, Financial Technology",1k–5k people,Private,None,None,"London,UK","['linux', 'unix', 'sql', 'powershell', 'oracle']"
Full-time,"Junior, Mid-Level, Senior",Embedded Developer,"Digital Health, Life Sciences, Medical",10k+ people,Private,None,None,"BadHomburgvorderHöhe,Deutschland","['embedded', 'r', 'design']"
Full-time,Senior,Mobile Developer,"Education Technology, Healthcare, Medical",201–500 people,VC Funded,€60k - 70k (Euros),None,"Berlin,Germany","['ios', 'reactjs', 'xamarin', 'swift', 'react-native']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Indore,India","['php', 'android', 'wordpress']"
Contract,Mid-Level,Full Stack Developer,"HR Services, IT Recruitment, SaaS",51–200 people,Private,None,Remote,Noofficelocation,"['php', 'javascript', 'laravel', 'node.js', 'reactjs']"
Full-time,"Mid-Level, Senior",Frontend Developer,Consumer Electronics,201–500 people,None,€50k - 65k (Euros),None,"Berlin,Deutschland","['javascript', 'css', 'html', 'php', 'twig']"
Full-time,Junior,System Administrator,"Bike sharing, Information Technology, Mobile",501–1k people,Private,None,None,"Berlin,Germany","['elasticsearch', 'logstash', 'kibana', 'apache-kafka', 'apache-spark']"
Full-time,None,DevOps,None,None,None,None,None,"ShibuyaCity,Japan","['java', 'python', 'devops']"
Full-time,"Junior, Mid-Level, Senior",Data Scientist,"Artificial Intelligence, Cloud Computing, IT Consulting",51–200 people,Private,None,None,"Ghent,Belgium","['python', 'tensorflow', 'google-cloud-platform', 'machine-learning', 'computer-vision']"
Full-time,Senior,Backend Developer,"eCommerce, Information Technology, Marketplace",201–500 people,Private,None,On-siteandlimitedremote,"Athens,Greece",[]
Full-time,Mid-Level,DevOps,"Information Technology, IT Consulting, IT Security",1k–5k people,Public,€50k - 75k (Euros),On-siteandlimitedremote,"Hamburg,Deutschland",[]
Full-time,"Junior, Mid-Level, Senior",Backend Developer,"Consulting, Information Technology, IT Consulting",201–500 people,Private,None,None,"Vermillion,SD","['java', 'sql', 'java-ee', 'angularjs', 'hibernate']"
Full-time,"Junior, Senior",Full Stack Developer,"Car Dealer, Information Services, Information Technology",51–200 people,Private,€35k - 65k (Euros),None,"Düsseldorf,Deutschland","['php', 'laravel', 'symfony']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Bengaluru,India","['angularjs', 'twitter-bootstrap', 'bootstrap']"
Full-time,"Junior, Mid-Level","Backend Developer, System Administrator","Bike sharing, Information Technology, Mobile",501–1k people,Private,None,None,"Berlin,Germany","['cloud', 'java', 'amazon-web-services', 'terraform', 'kubernetes']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Noida,India","['reactjs', 'android', 'ios']"
Full-time,None,QA/Test Developer,None,None,None,None,None,"Noida,India","['php', 'testing', 'automated-tests']"
Full-time,"Mid-Level, Senior",Data Scientist,"Banking, Financial Services, Financial Technology",10k+ people,Public,None,On-siteandlimitedremote,"Boston,MA",[]
Full-time,None,Mobile Developer,None,None,None,None,None,"Bengaluru,India","['mobile', 'objective-c', 'clojure']"
Full-time,None,DevOps,None,None,None,None,None,"ShinagawaCity,Japan","['php', 'ansible', 'symfony2']"
Full-time,Senior,Mobile Developer,"eCommerce, Fashion, Information Technology",51–200 people,VC Funded,A$120k - 150k (Australian Dollars),None,"Sydney,Australia","['reactjs', 'javascript', 'typescript', 'react-native', 'react-native-ios']"
Full-time,None,Backend Developer,None,None,None,None,None,"Noida,India","['php', 'mysql', 'api']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Saitama,Japan","['php', 'java', 'android']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Kolkata,India","['java', 'android', 'sql']"
Full-time,"Junior, Mid-Level, Senior","Backend Developer, Full Stack Developer",High Frequency Trading,51–200 people,Private,None,None,Singapore,"['python', 'c++', 'unix', 'linux', 'c']"
Full-time,None,"Designer, Frontend Developer",None,None,None,None,None,"Hyderabad,India","['reactjs', 'javascript', 'user-experience']"
Full-time,"Mid-Level, Senior",Mobile Developer,None,None,None,€70k - 80k (Euros),None,"Berlin,Deutschland","['amazon-web-services', 'java', 'ios']"
Full-time,"Senior, Lead, Manager","Backend Developer, Data Scientist, System Administrator",Real Estate,11–50 people,VC Funded,€50 - 80 (Euros),None,"Berlin,Germany","['amazon-web-services', 'api', 'python', 'r', 'node.js', 'sysadmin']"
Full-time,Senior,Database Administrator,"Cloud-Based Solutions, Energy & Utilities, Software Development",51–200 people,VC Funded,None,None,"Köln,Deutschland","['etl', 'continuous-integration', 'scrum', 'python', 'sql']"
Full-time,None,"Database Administrator, Data Scientist","Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"MenloPark,CA","['oracle', 'r', 'python']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Lucknow,India","['php', 'wordpress', 'jquery']"
Full-time,None,Designer,None,None,None,None,None,"Kokubunji,Japan","['user-interface', 'python', 'user-experience']"
Full-time,None,Mobile Developer,"Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"TelAviv-Yafo,Israel","['android', 'ios', 'mobile']"
Full-time,"Mid-Level, Senior","Designer, Frontend Developer","B2C, Financial Services, Mobile Game",51–200 people,VC Funded,None,None,"Amsterdam,Netherlands","['javascript', 'reactjs', 'user-experience', 'typescript']"
Full-time,"Senior, Lead","Backend Developer, Full Stack Developer","Coupons & Discounts, Digital Health, Healthcare",201–500 people,VC Funded,None,On-siteandlimitedremote,"SantaMonica,CA",[]
Full-time,Senior,Mobile Developer,"Automotive, Carsharing, Mobile Application",501–1k people,VC Funded,€60k - 65k (Euros),None,"Berlin,Deutschland","['ios', 'swift', 'uikit', 'git', 'xcode']"
Full-time,Senior,Designer,None,None,None,None,None,"London,UK","['user-interface', 'design', 'jira', 'confluence']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Ahmedabad,India","['reactjs', 'javascript', 'android']"
Full-time,"Mid-Level, Senior",QA/Test Developer,"Communications, Network Security, Telecommunications",10k+ people,Public,$95k - 115k (US Dollars),None,"Dublin,OH","['sql', 'java', 'testing', 'web-services', 'tibco']"
Full-time,"Mid-Level, Senior",Backend Developer,None,None,None,€55k - 70k (Euros),None,"Munich,Germany","['ruby-on-rails', 'ruby', 'postgresql', 'amazon-web-services', 'git']"
Full-time,None,Mobile Developer,"Agile Software Development, Content Marketing, Web Technology",1k–5k people,Public,None,None,"Newark,NJ",['android']
Full-time,None,Product Manager,Consumer Electronics,10k+ people,Public,None,None,"Cupertino,CA",[]
Full-time,None,Mobile Developer,None,None,None,None,None,"SahibzadaAjitSinghNagar,India","['java', 'android']"
Full-time,None,Mobile Developer,None,None,None,None,None,"MinatoCity,Japan","['swift', 'ios', 'python']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Mumbai,India","['angularjs', 'node.js', 'android']"
Full-time,Senior,Full Stack Developer,Health Care,11–50 people,Private,None,None,"Centurion,SouthAfrica","['c#', 'asp.net', 'asp.net-mvc']"
Full-time,Senior,Desktop Developer,"Education, Education Technology, Telecommunications",501–1k people,Private,€40k - 70k (Euros),None,"Stuttgart,Germany","['c++', 'qt', 'qml', 'cmake', 'docker']"
Full-time,"Senior, Lead, Manager","DevOps, Product Manager","Cybersecurity, DevOps, Software Consulting",11–50 people,Private,None,None,"SanAntonio,TX","['project-management', 'devops', 'language-agnostic', 'communication', 'automation']"
Full-time,None,Data Scientist,"Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"MenloPark,CA",[]
Full-time,None,Full Stack Developer,None,None,None,None,None,"Pune,India","['javascript', 'angularjs', 'css']"
Full-time,Senior,Database Administrator,"B2B, B2C, Cloud Services",1k–5k people,Public,$125k - 135k (US Dollars),None,"LosAngeles,CA","['java', 'reactjs', 'plsql', 'amazon-web-services', 'oracle']"
Full-time,Senior,Frontend Developer,"Big Data, Data & Analytics, Data Science",501–1k people,Private,None,None,"Sydney,Australia","['user-interface', 'c#', 'css', 'html', 'javascript']"
Full-time,Senior,Backend Developer,"B2B, Retail, SaaS",201–500 people,Private,€45k - 55k (Euros),None,"Paris,France","['symfony', 'php', 'docker', 'doctrine-orm', 'rest']"
Full-time,None,"Backend Developer, Full Stack Developer",None,None,None,None,None,"Pune,India","['java', 'spring', 'hibernate']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Toyonaka,Japan","['objective-c', 'swift', 'c++']"
Full-time,None,System Administrator,"Cloud Services, Customer Experience Management, Enterprise Software",10k+ people,Public,None,None,"Naperville,IL","['cloud', 'sysadmin', 'sql']"
Internship,Student,Mobile Developer,Information Technology,201–500 people,Private,None,On-siteandlimitedremote,"München,Deutschland",[]
Full-time,"Mid-Level, Senior",Frontend Developer,"Banking, Financial Technology, Software Development / Engineering",11–50 people,Public,None,None,"St.Petersburg,FL","['c#', 'reactjs', 'asp.net', 'vue.js', 'node.js']"
Full-time,"Mid-Level, Senior","Designer, Mobile Developer","IT Consulting, Software Development",201–500 people,Private,None,None,"Zürich,Schweiz","['user-interface', 'user-experience', 'usability', 'mobile', 'web']"
Full-time,Mid-Level,DevOps,None,None,None,£80k - 90k (British Pounds),On-siteandlimitedremote,"London,UK",[]
Full-time,"Junior, Mid-Level, Senior",DevOps,None,None,None,None,None,"Pittsburgh,PA","['amazon-web-services', 'cloud', 'python', 'devops']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Noida,India","['android', 'json', 'java']"
Full-time,Senior,Backend Developer,"Ad Tech, Advertising Technology, Media",1k–5k people,Public,None,None,"Amsterdam,Netherlands","['reactjs', 'mongodb', 'next.js', 'javascript', 'rest']"
Contract,Mid-Level,Designer,None,None,None,None,Remote,Noofficelocation,[]
Full-time,None,"Full Stack Developer, Product Manager",None,None,None,None,None,"Pune,India","['php', 'project-management']"
Full-time,Senior,"DevOps, System Administrator",None,None,None,$180k - 210k (US Dollars),None,"SanFrancisco,CA","['python', 'amazon-web-services', 'terraform', 'ansible', 'java']"
Full-time,"Mid-Level, Senior, Lead",Mobile Developer,"Artificial Intelligence, SaaS, Software Development / Engineering",51–200 people,VC Funded,₹800k - 2500k (Indian Rupees),None,"Bengaluru,India","['android', 'java', 'user-interface', 'kotlin', 'firebase']"
Full-time,None,"Backend Developer, Full Stack Developer",None,None,None,None,None,"Hyderabad,India","['reactjs', 'rest', 'javascript']"
Full-time,Mid-Level,Frontend Developer,"Business to Business, Cloud-Based Solutions, Human Resources",11–50 people,VC Funded,€40k - 60k (Euros),None,"Berlin,Deutschland","['reactjs', 'javascript', 'web-standards', 'continuous-integration', 'continuous-deployment']"
Full-time,"Mid-Level, Senior, Lead","Backend Developer, Full Stack Developer","B2B Sales, Enterprise Software, Mobile Application",11–50 people,VC Funded,$100k - 110k (US Dollars),On-siteandlimitedremote,"Raleigh,NC",[]
Full-time,None,Designer,None,None,None,None,None,"Utica,MI","['user-experience', 'user-interface', 'design']"
Full-time,None,Mobile Developer,None,None,None,None,None,"ToshimaCity,Japan","['java', 'objective-c', 'ios']"
Full-time,"Junior, Mid-Level",Mobile Developer,"Agile Software Development, Desktop Applications, Mobile Application",11–50 people,Private,None,None,"Köln,Deutschland","['android', 'kotlin', 'java', 'git']"
Full-time,"Junior, Mid-Level",Full Stack Developer,None,None,None,£45k - 65k (British Pounds),None,"London,UK","['python', '.net', 'reactjs', 'c#', 'sql']"
Full-time,Mid-Level,Backend Developer,"Cybersecurity, Machine Learning, SaaS",11–50 people,VC Funded,None,None,Singapore,"['go', 'python', 'node.js', 'c++']"
Full-time,None,Backend Developer,None,None,None,None,None,"Pune,India","['javascript', 'api', 'design']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Hyderabad,India","['spring', 'spring-mvc', 'java']"
Full-time,"Junior, Mid-Level",Full Stack Developer,"Software Consulting, Software Development, Software Development / Engineering",11–50 people,Private,None,None,"Fishers,IN","['.net', 'c#', 'jquery', 'sql-server', 'api']"
Full-time,None,Backend Developer,None,None,None,None,None,"Irvine,CA","['java', 'spring', 'java-ee', 'oracle']"
Full-time,"Mid-Level, Senior",Backend Developer,Health & Fitness,501–1k people,Private,None,None,"Berlin,Germany","['php', 'phalcon', 'postgresql', 'amazon-web-services', 'docker']"
Full-time,None,Mobile Developer,None,None,None,None,None,"ChuoCity,Japan","['scala', 'swift', 'objective-c']"
Full-time,Mid-Level,Backend Developer,Agile Software Development,51–200 people,Private,zł192k - 252k (Polish Zlotys),None,"Gdańsk,Poland","['java', 'spring', 'hibernate', 'lucene', 'jira-agile']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Bengaluru,India","['reactjs', 'javascript', 'java']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Hyderabad,India","['ios', 'objective-c', 'android']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Pune,India","['reactjs', 'ios', 'android']"
Full-time,Senior,Full Stack Developer,None,None,None,$100k - 135k (US Dollars),Remote,"Hackensack,NJ",[]
Full-time,None,Frontend Developer,None,None,None,None,None,"Bengaluru,India","['sql', 'javascript', 'jquery']"
Full-time,"Junior, Mid-Level, Senior",QA/Test Developer,"Network Monitoring Software, Software Development",201–500 people,Private,None,None,"Nürnberg,Deutschland",['testing']
Full-time,None,Product Manager,None,None,None,None,None,"Kochi,India","['php', 'lamp', 'project-management']"
Full-time,None,DevOps,None,None,None,None,None,"Bengaluru,India","['python', 'linux']"
Full-time,"Mid-Level, Senior, Lead",Mobile Developer,Software Development,51–200 people,Private,None,Remote,Noofficelocation,"['react-native', 'flutter', 'javascript', 'ios', 'android']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"SahibzadaAjitSinghNagar,India","['php', 'zend-framework', 'oop']"
Full-time,Senior,Backend Developer,None,None,None,None,None,"Wien,Österreich","['java', 'spring', 'hibernate', 'angular', 'sql']"
Full-time,None,QA/Test Developer,None,None,None,None,None,"Pune,India","['automation', 'qa', 'selenium']"
Full-time,"Junior, Mid-Level",Backend Developer,"Ad Tech, Media, Television",5k–10k people,Private,None,On-siteandlimitedremote,"London,UK",[]
Full-time,None,Product Manager,Telecommunications,10k+ people,Public,None,None,"Bellevue,WA","['project-management', 'security', 'web-services']"
Full-time,Senior,Backend Developer,"Agile Software Development, Software Development / Engineering, Sports",51–200 people,Private,None,None,"Bremen,Deutschland","['c#', '.net', 'architecture', 'tsql', 'design-patterns']"
